zip,type,decommissioned,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,world_region,country,latitude,longitude,irs_estimated_population
49734,PO BOX,0,Gaylord,,,MI,Otsego County,America/Detroit,989,NA,US,45.02,-84.67,1712
49735,STANDARD,0,Gaylord,"Treetops Village, Treetops Vlg",Treetops,MI,Otsego County,America/Detroit,"231, 989",NA,US,45.02,-84.67,17820
49736,STANDARD,0,Goetzville,Stalwart,,MI,Chippewa County,America/Detroit,"249, 683, 705, 906",NA,US,46.08,-84.09,480
49737,PO BOX,0,Good Hart,"Harbor Spgs, Harbor Springs",,MI,Emmet County,America/Detroit,231,NA,US,45.56,-85.11,31
49738,STANDARD,0,Grayling,,,MI,Crawford County,America/Detroit,"231, 989",NA,US,44.65,-84.7,8550
49739,UNIQUE,0,Grayling,,Camp Grayling,MI,Crawford County,America/Detroit,989,NA,US,44.65,-84.7,0
49740,STANDARD,0,Harbor Springs,"Harbor Point, Harbor Spgs, Wequetonsing",,MI,Emmet County,America/Detroit,231,NA,US,45.43,-84.98,7060
49743,STANDARD,0,Hawks,,,MI,Presque Isle County,America/Detroit,989,NA,US,45.3,-83.9,750
49744,STANDARD,0,Herron,,,MI,Alpena County,America/Detroit,989,NA,US,45,-83.66,800
49745,STANDARD,0,Hessel,,,MI,Mackinac County,America/Detroit,906,NA,US,46.03,-84.44,940
49746,STANDARD,0,Hillman,,,MI,Montmorency County,America/Detroit,989,NA,US,45.06,-83.9,3010
49747,STANDARD,0,Hubbard Lake,,,MI,Alpena County,America/Detroit,989,NA,US,44.8,-83.59,1540
49748,PO BOX,0,Hulbert,,,MI,Chippewa County,America/Detroit,906,NA,US,46.35,-85.15,130
49749,STANDARD,0,Indian River,,,MI,Cheboygan County,America/Detroit,231,NA,US,45.41,-84.61,3860
49751,STANDARD,0,Johannesburg,,,MI,Otsego County,America/Detroit,989,NA,US,44.98,-84.46,1920
49752,STANDARD,0,Kinross,,,MI,Chippewa County,America/Detroit,906,NA,US,46.26,-84.51,460
49753,STANDARD,0,Lachine,,,MI,Alpena County,America/Detroit,989,NA,US,45.08,-83.73,1770
49755,STANDARD,0,Levering,,,MI,Emmet County,America/Detroit,231,NA,US,45.63,-84.76,1720
49756,STANDARD,0,Lewiston,,,MI,Montmorency County,America/Detroit,989,NA,US,44.88,-84.31,3420
49757,PO BOX,0,Mackinac Island,Mackinac Is,,MI,Mackinac County,America/Detroit,"231, 906",NA,US,45.85,-84.62,941
49759,STANDARD,0,Millersburg,Ocqueoc,,MI,Presque Isle County,America/Detroit,"231, 989",NA,US,45.33,-84.06,1290
49760,STANDARD,0,Moran,,,MI,Mackinac County,America/Detroit,906,NA,US,46.04,-84.9,600
49761,PO BOX,0,Mullett Lake,,,MI,Cheboygan County,America/Detroit,231,NA,US,45.57,-84.51,86
49762,STANDARD,0,Naubinway,,,MI,Mackinac County,America/Detroit,906,NA,US,46.11,-85.45,520
49764,PO BOX,0,Oden,,,MI,Emmet County,America/Detroit,231,NA,US,45.42,-84.83,265
49765,STANDARD,0,Onaway,,,MI,Presque Isle County,America/Detroit,"231, 989",NA,US,45.35,-84.22,3270
49766,STANDARD,0,Ossineke,,,MI,Alpena County,America/Detroit,989,NA,US,44.9,-83.43,2140
49768,STANDARD,0,Paradise,,,MI,Chippewa County,America/Detroit,906,NA,US,46.62,-85.03,340
49769,STANDARD,0,Pellston,,,MI,Emmet County,America/Detroit,231,NA,US,45.55,-84.78,1420
49770,STANDARD,0,Petoskey,"Bay Harbor, Bay View",,MI,Emmet County,America/Detroit,231,NA,US,45.36,-84.95,16180
49774,STANDARD,0,Pickford,,,MI,Chippewa County,America/Detroit,"249, 683, 705, 906",NA,US,46.16,-84.36,1680
49775,STANDARD,0,Pointe Aux Pins,"Bois Blanc Is, Bois Blanc Island, Point Aux Pin",,MI,Mackinac County,America/Detroit,231,NA,US,45.76,-84.46,61
49776,STANDARD,0,Posen,,,MI,Presque Isle County,America/Detroit,989,NA,US,45.26,-83.69,1610
49777,STANDARD,0,Presque Isle,,,MI,Presque Isle County,America/Detroit,989,NA,US,45.3,-83.46,1740
49779,STANDARD,0,Rogers City,,,MI,Presque Isle County,America/Detroit,989,NA,US,45.42,-83.81,4010
49780,STANDARD,0,Rudyard,Fibre,,MI,Chippewa County,America/Detroit,906,NA,US,46.23,-84.6,1650
49781,STANDARD,0,Saint Ignace,,,MI,Mackinac County,America/Detroit,906,NA,US,45.86,-84.72,3540
49782,STANDARD,0,Beaver Island,,Saint James,MI,Charlevoix County,America/Detroit,231,NA,US,45.65,-85.55,540
49783,STANDARD,0,Sault Sainte Marie,Sault S Marie,,MI,Chippewa County,America/Detroit,"249, 683, 705, 906",NA,US,46.48,-84.36,15380
49784,UNIQUE,0,Kincheloe,"Sault S Marie, Sault Sainte Marie",Chippewa Reg Correction Fac,MI,Chippewa County,America/Detroit,906,NA,US,46.26,-84.45,0
49785,UNIQUE,0,Kincheloe,"Sault S Marie, Sault Sainte Marie",Chippewa Temp Correction Fac,MI,Chippewa County,America/Detroit,906,NA,US,46.24,-84.49,0
49786,UNIQUE,0,Kincheloe,"Sault S Marie, Sault Sainte Marie",Hiawatha Temp Correction Fac,MI,Chippewa County,America/Detroit,906,NA,US,46.24,-84.49,18
49788,STANDARD,0,Kincheloe,"Sault S Marie, Sault Sainte Marie",,MI,Chippewa County,America/Detroit,906,NA,US,46.27,-84.47,2590
49790,STANDARD,1,Eckerman,Strongs,,MI,Chippewa County,America/Detroit,906,NA,US,46.35,-84.96,0
49791,PO BOX,0,Topinabee,,,MI,Cheboygan County,America/Detroit,231,NA,US,45.48,-84.6,465
49792,PO BOX,0,Tower,,,MI,Cheboygan County,America/Detroit,989,NA,US,45.35,-84.3,235
49793,PO BOX,0,Trout Lake,,,MI,Chippewa County,America/Detroit,906,NA,US,46.18,-85.01,284
49795,STANDARD,0,Vanderbilt,,,MI,Otsego County,America/Detroit,"231, 989",NA,US,45.14,-84.66,1810
49796,PO BOX,0,Walloon Lake,,,MI,Charlevoix County,America/Detroit,231,NA,US,45.27,-84.95,514
49797,PO BOX,0,Waters,,,MI,Otsego County,America/Detroit,989,NA,US,44.9,-84.71,402
49799,STANDARD,0,Wolverine,,,MI,Cheboygan County,America/Detroit,"231, 989",NA,US,45.27,-84.6,2210
49801,STANDARD,0,Iron Mountain,,"E Kingsford, East Kingsford, Iron Mtn, Kingsford",MI,Dickinson County,America/Menominee,"534, 715, 906",NA,US,45.82,-88.06,10290
49802,STANDARD,0,Kingsford,Iron Mountain,,MI,Dickinson County,America/Menominee,"534, 715, 906",NA,US,45.8,-88.09,5500
49805,STANDARD,0,Allouez,,,MI,Keweenaw County,America/Detroit,906,NA,US,47.37,-88.35,310
49806,STANDARD,0,Au Train,,,MI,Alger County,America/Detroit,906,NA,US,46.43,-86.83,480
49807,STANDARD,0,Bark River,"Hardwood, Schaffer",,MI,Delta County,America/Detroit,906,NA,US,45.72,-87.3,2880
49808,PO BOX,0,Big Bay,,,MI,Marquette County,America/Detroit,906,NA,US,46.81,-87.72,356
49812,STANDARD,0,Carney,,,MI,Menominee County,America/Menominee,906,NA,US,45.58,-87.55,800
49814,STANDARD,0,Champion,,,MI,Marquette County,America/Detroit,906,NA,US,46.52,-87.97,1240
49815,STANDARD,0,Channing,,,MI,Dickinson County,America/Menominee,906,NA,US,46.13,-88.08,390
49816,STANDARD,0,Chatham,Limestone,,MI,Alger County,America/Detroit,906,NA,US,46.34,-86.93,680
49817,STANDARD,0,Cooks,,,MI,Schoolcraft County,America/Detroit,906,NA,US,45.91,-86.47,470
49818,STANDARD,0,Cornell,,,MI,Delta County,America/Detroit,906,NA,US,45.9,-87.23,840
49819,PO BOX,0,Arnold,Cornell,,MI,Marquette County,America/Detroit,906,NA,US,46.11,-87.46,51
49820,STANDARD,0,Curtis,,,MI,Mackinac County,America/Detroit,906,NA,US,46.19,-85.65,490
49821,STANDARD,0,Daggett,,,MI,Menominee County,America/Menominee,"534, 715, 906",NA,US,45.46,-87.6,1140
49822,STANDARD,0,Deerton,,,MI,Alger County,America/Detroit,906,NA,US,46.47,-87.04,147
49825,PO BOX,0,Eben Junction,,Eben Jct,MI,Alger County,America/Detroit,906,NA,US,46.35,-86.97,338
49826,PO BOX,0,Rumely,Eben Junction,,MI,Alger County,America/Detroit,906,NA,US,46.32,-87.05,164
49827,STANDARD,0,Engadine,,,MI,Mackinac County,America/Detroit,906,NA,US,46.11,-85.56,770
49829,STANDARD,0,Escanaba,,,MI,Delta County,America/Detroit,906,NA,US,45.74,-87.08,14240
49831,STANDARD,0,Felch,Iron Mountain,Northland,MI,Dickinson County,America/Menominee,906,NA,US,46,-87.85,700
49833,PO BOX,0,Little Lake,,,MI,Marquette County,America/Detroit,906,NA,US,46.29,-87.33,393
49834,STANDARD,0,Foster City,Hardwood,,MI,Dickinson County,America/Menominee,906,NA,US,45.97,-87.75,400
49835,STANDARD,0,Garden,,,MI,Delta County,America/Detroit,906,NA,US,45.77,-86.55,740
49836,STANDARD,0,Germfask,,Blaney Park,MI,Schoolcraft County,America/Detroit,906,NA,US,46.25,-85.92,670
49837,STANDARD,0,Gladstone,Brampton,,MI,Delta County,America/Detroit,906,NA,US,45.85,-87.02,8970
49838,STANDARD,0,Gould City,,,MI,Mackinac County,America/Detroit,906,NA,US,46.1,-85.7,400
49839,PO BOX,0,Grand Marais,,,MI,Alger County,America/Detroit,906,NA,US,46.65,-86.03,404
49840,STANDARD,0,Gulliver,,,MI,Schoolcraft County,America/Detroit,906,NA,US,45.98,-86.02,630
49841,STANDARD,0,Gwinn,Princeton,,MI,Marquette County,America/Detroit,906,NA,US,46.29,-87.43,6200
49845,PO BOX,0,Harris,,,MI,Menominee County,America/Menominee,906,NA,US,45.91,-87.42,52
49847,STANDARD,0,Hermansville,,,MI,Menominee County,America/Menominee,906,NA,US,45.71,-87.6,840
49848,STANDARD,0,Ingalls,,,MI,Menominee County,America/Menominee,906,NA,US,45.38,-87.64,137
49849,STANDARD,0,Ishpeming,,,MI,Marquette County,America/Detroit,906,NA,US,46.48,-87.66,10560
49852,STANDARD,0,Loretto,Vulcan,,MI,Dickinson County,America/Menominee,906,NA,US,45.79,-87.82,151
49853,STANDARD,0,Mc Millan,,Mcmillan,MI,Luce County,America/Detroit,906,NA,US,46.37,-85.74,1160
49854,STANDARD,0,Manistique,Thompson,,MI,Schoolcraft County,America/Detroit,906,NA,US,45.95,-86.25,5460
49855,STANDARD,0,Marquette,Harvey,,MI,Marquette County,America/Detroit,906,NA,US,46.55,-87.39,25400
49858,STANDARD,0,Menominee,,,MI,Menominee County,America/Menominee,"534, 715, 906",NA,US,45.12,-87.62,9990
49861,STANDARD,0,Michigamme,,,MI,Marquette County,America/Detroit,906,NA,US,46.53,-88.11,520
49862,STANDARD,0,Munising,Christmas,Forest Lake,MI,Alger County,America/Detroit,906,NA,US,46.4,-86.59,3590
49863,PO BOX,0,Nadeau,,,MI,Menominee County,America/Menominee,906,NA,US,45.61,-87.55,111
49864,PO BOX,0,Nahma,,,MI,Delta County,America/Detroit,906,NA,US,45.84,-86.65,45
49865,PO BOX,0,National Mine,Ishpeming,,MI,Marquette County,America/Detroit,906,NA,US,46.45,-87.68,0
49866,STANDARD,0,Negaunee,,,MI,Marquette County,America/Detroit,906,NA,US,46.49,-87.59,7770
49868,STANDARD,0,Newberry,,,MI,Luce County,America/Detroit,906,NA,US,46.35,-85.5,3440
49870,STANDARD,0,Norway,,,MI,Dickinson County,America/Menominee,"534, 715, 906",NA,US,45.8,-87.91,2960
49871,PO BOX,0,Palmer,,,MI,Marquette County,America/Detroit,906,NA,US,46.43,-87.58,449
49872,PO BOX,0,Perkins,,,MI,Delta County,America/Detroit,906,NA,US,45.97,-87.07,270
49873,STANDARD,0,Perronville,,,MI,Menominee County,America/Menominee,906,NA,US,45.87,-87.48,134
49874,STANDARD,0,Powers,,,MI,Menominee County,America/Menominee,906,NA,US,45.75,-87.47,790
49876,STANDARD,0,Quinnesec,,,MI,Dickinson County,America/Menominee,"534, 715, 906",NA,US,45.8,-87.99,1050
49877,PO BOX,0,Ralph,Felch,,MI,Dickinson County,America/Menominee,906,NA,US,46.16,-87.71,34
49878,STANDARD,0,Rapid River,,,MI,Delta County,America/Detroit,906,NA,US,45.92,-86.97,3230
49879,STANDARD,0,Republic,,,MI,Marquette County,America/Detroit,906,NA,US,46.4,-87.98,910
49880,STANDARD,0,Rock,,,MI,Delta County,America/Detroit,906,NA,US,46.06,-87.16,900
49881,STANDARD,0,Sagola,,,MI,Dickinson County,America/Menominee,906,NA,US,46.08,-88.07,290
49883,STANDARD,0,Seney,,,MI,Schoolcraft County,America/Detroit,906,NA,US,46.36,-85.97,122
49884,STANDARD,0,Shingleton,,,MI,Alger County,America/Detroit,906,NA,US,46.37,-86.48,380
49885,STANDARD,0,Skandia,,,MI,Marquette County,America/Detroit,906,NA,US,46.38,-87.23,1770
49886,STANDARD,0,Spalding,,,MI,Menominee County,America/Menominee,906,NA,US,45.7,-87.49,360
49887,STANDARD,0,Stephenson,Cedar River,,MI,Menominee County,America/Menominee,"534, 715, 906",NA,US,45.41,-87.6,1980
49891,STANDARD,0,Trenary,Traunik,,MI,Alger County,America/Detroit,906,NA,US,46.2,-86.97,570
49892,STANDARD,0,Vulcan,,,MI,Dickinson County,America/Menominee,"534, 715, 906",NA,US,45.78,-87.87,1800
49893,STANDARD,0,Wallace,,,MI,Menominee County,America/Menominee,"534, 715, 906",NA,US,45.3,-87.61,1400
49894,STANDARD,0,Wells,,,MI,Delta County,America/Detroit,906,NA,US,45.79,-87.08,670
49895,STANDARD,0,Wetmore,,,MI,Alger County,America/Detroit,906,NA,US,46.38,-86.62,790
49896,STANDARD,0,Wilson,,,MI,Menominee County,America/Menominee,906,NA,US,45.68,-87.39,1570
49901,PO BOX,0,Ahmeek,,,MI,Keweenaw County,America/Detroit,906,NA,US,47.29,-88.39,312
49902,PO BOX,0,Alpha,,,MI,Iron County,America/Menominee,906,NA,US,46.05,-88.38,165
49903,PO BOX,0,Amasa,,,MI,Iron County,America/Menominee,906,NA,US,46.23,-88.45,248
49905,STANDARD,0,Atlantic Mine,,,MI,Houghton County,America/Detroit,906,NA,US,47.09,-88.71,2030
49908,STANDARD,0,Baraga,Keweenaw Bay,,MI,Baraga County,America/Detroit,906,NA,US,46.77,-88.49,2120
49910,STANDARD,0,Bergland,,,MI,Ontonagon County,America/Detroit,906,NA,US,46.6,-89.57,280
49911,STANDARD,0,Bessemer,,,MI,Gogebic County,America/Menominee,906,NA,US,46.47,-90.04,2150
49912,STANDARD,0,Bruce Crossing,Bruce Xing,,MI,Ontonagon County,America/Detroit,906,NA,US,46.51,-89.21,700
49913,STANDARD,0,Calumet,Laurium,"Centennial Heights, Centennial Hts",MI,Houghton County,America/Detroit,906,NA,US,47.24,-88.45,6310
49915,PO BOX,0,Caspian,,,MI,Iron County,America/Menominee,906,NA,US,46.06,-88.62,812
49916,STANDARD,0,Chassell,,,MI,Houghton County,America/Detroit,906,NA,US,47.03,-88.53,2700
49917,PO BOX,0,Copper City,,,MI,Houghton County,America/Detroit,906,NA,US,47.28,-88.38,209
49918,PO BOX,0,Copper Harbor,Calumet,,MI,Keweenaw County,America/Detroit,906,NA,US,47.46,-87.81,94
49919,STANDARD,0,Covington,,,MI,Baraga County,America/Detroit,906,NA,US,46.51,-88.44,177
49920,STANDARD,0,Crystal Falls,,,MI,Iron County,America/Menominee,"534, 715, 906",NA,US,46.09,-88.32,3580
49921,STANDARD,0,Dodgeville,Houghton,,MI,Houghton County,America/Detroit,906,NA,US,47.09,-88.58,240
49922,PO BOX,0,Dollar Bay,,,MI,Houghton County,America/Detroit,906,NA,US,47.12,-88.49,1091
49925,STANDARD,0,Ewen,,,MI,Ontonagon County,America/Detroit,906,NA,US,46.54,-89.3,450
49927,STANDARD,0,Gaastra,,,MI,Iron County,America/Menominee,"534, 715, 906",NA,US,46.05,-88.6,340
49929,PO BOX,0,Greenland,,,MI,Ontonagon County,America/Detroit,906,NA,US,46.82,-89.07,228
49930,STANDARD,0,Hancock,,Ripley,MI,Houghton County,America/Detroit,906,NA,US,47.13,-88.6,5750
49931,STANDARD,0,Houghton,,,MI,Houghton County,America/Detroit,906,NA,US,47.11,-88.56,4880
49934,PO BOX,0,Hubbell,,,MI,Houghton County,America/Detroit,906,NA,US,47.17,-88.43,817
49935,STANDARD,0,Iron River,Beechwood,,MI,Iron County,America/Menominee,"534, 715, 906",NA,US,46.09,-88.63,5080
49938,STANDARD,0,Ironwood,,,MI,Gogebic County,America/Menominee,"534, 715, 906",NA,US,46.45,-90.15,5940
49942,PO BOX,0,Kearsarge,Calumet,,MI,Houghton County,America/Detroit,906,NA,US,47.26,-88.42,0
49945,STANDARD,0,Lake Linden,Gay,,MI,Houghton County,America/Detroit,906,NA,US,47.08,-88.4,2360
49946,STANDARD,0,Lanse,,L Anse,MI,Baraga County,America/Detroit,906,NA,US,46.73,-88.33,3300
49947,STANDARD,0,Marenisco,Merriweather,,MI,Gogebic County,America/Menominee,"534, 715, 906",NA,US,46.38,-89.68,500
49948,STANDARD,0,Mass City,,,MI,Ontonagon County,America/Detroit,906,NA,US,46.77,-89.08,410
49950,STANDARD,0,Mohawk,"Eagle Harbor, Eagle River",,MI,Keweenaw County,America/Detroit,906,NA,US,47.3,-88.37,990
49952,STANDARD,0,Nisula,,,MI,Houghton County,America/Detroit,906,NA,US,46.76,-88.79,151
49953,STANDARD,0,Ontonagon,,,MI,Ontonagon County,America/Detroit,906,NA,US,46.86,-89.31,2050
49955,PO BOX,0,Painesdale,,,MI,Houghton County,America/Detroit,906,NA,US,47.03,-88.68,422
49958,STANDARD,0,Pelkie,,,MI,Houghton County,America/Detroit,906,NA,US,46.82,-88.63,1010
49959,PO BOX,0,Ramsay,,,MI,Gogebic County,America/Menominee,906,NA,US,46.47,-90,385
49960,PO BOX,0,Rockland,,,MI,Ontonagon County,America/Detroit,906,NA,US,46.73,-89.17,189
49961,PO BOX,0,Sidnaw,,,MI,Houghton County,America/Detroit,906,NA,US,46.5,-88.7,86
49962,STANDARD,0,Skanee,,,MI,Baraga County,America/Detroit,906,NA,US,46.89,-88.18,200
49963,PO BOX,0,South Range,,,MI,Houghton County,America/Detroit,906,NA,US,47.07,-88.64,785
49964,PO BOX,0,Stambaugh,,,MI,Iron County,America/Menominee,906,NA,US,46.07,-88.63,210
49965,STANDARD,0,Toivola,,,MI,Houghton County,America/Detroit,906,NA,US,47,-88.75,390
49967,STANDARD,0,Trout Creek,Kenton,,MI,Ontonagon County,America/Detroit,906,NA,US,46.48,-89.02,370
49968,STANDARD,0,Wakefield,,,MI,Gogebic County,America/Menominee,"534, 715, 906",NA,US,46.47,-89.93,1600
49969,STANDARD,0,Watersmeet,,,MI,Gogebic County,America/Menominee,"534, 715, 906",NA,US,46.27,-89.18,1030
49970,STANDARD,0,Watton,,,MI,Baraga County,America/Detroit,906,NA,US,46.53,-88.6,180
49971,PO BOX,0,White Pine,,,MI,Ontonagon County,America/Detroit,906,NA,US,46.75,-89.58,456
53001,STANDARD,0,Adell,,,WI,Sheboygan County,America/Chicago,920,NA,US,43.61,-88.06,1810
53002,STANDARD,0,Allenton,,,WI,Washington County,America/Chicago,"262, 920",NA,US,43.47,-88.35,2220
53003,PO BOX,0,Ashippun,,,WI,Dodge County,America/Chicago,920,NA,US,43.21,-88.52,246
53004,STANDARD,0,Belgium,,,WI,Ozaukee County,America/Chicago,"262, 920",NA,US,43.5,-87.85,3360
53005,STANDARD,0,Brookfield,,,WI,Waukesha County,America/Chicago,"262, 414",NA,US,43.06,-88.11,21800
53006,STANDARD,0,Brownsville,"Byron, South Byron",,WI,Dodge County,America/Chicago,920,NA,US,43.61,-88.49,1840
53007,STANDARD,0,Butler,,,WI,Waukesha County,America/Chicago,"262, 414",NA,US,43.1,-88.07,1640
53008,PO BOX,0,Brookfield,,,WI,Waukesha County,America/Chicago,262,NA,US,43.06,-88.11,317
53010,STANDARD,0,Campbellsport,,,WI,Fond du Lac County,America/Chicago,"262, 920",NA,US,43.59,-88.28,7190
53011,STANDARD,0,Cascade,,,WI,Sheboygan County,America/Chicago,920,NA,US,43.65,-88,2120
53012,STANDARD,0,Cedarburg,,,WI,Ozaukee County,America/Chicago,262,NA,US,43.29,-87.98,18880
53013,STANDARD,0,Cedar Grove,,,WI,Sheboygan County,America/Chicago,"262, 920",NA,US,43.56,-87.82,3290
53014,STANDARD,0,Chilton,,,WI,Calumet County,America/Chicago,920,NA,US,44.02,-88.16,7610
53015,STANDARD,0,Cleveland,,,WI,Manitowoc County,America/Chicago,920,NA,US,43.91,-87.75,2430
53016,PO BOX,0,Clyman,,,WI,Dodge County,America/Chicago,920,NA,US,43.31,-88.71,507
53017,STANDARD,0,Colgate,,,WI,Washington County,America/Chicago,262,NA,US,43.2,-88.25,5630
53018,STANDARD,0,Delafield,,,WI,Waukesha County,America/Chicago,262,NA,US,43.06,-88.39,7370
53019,STANDARD,0,Eden,,,WI,Fond du Lac County,America/Chicago,920,NA,US,43.69,-88.36,1920
53020,STANDARD,0,Elkhart Lake,,,WI,Sheboygan County,America/Chicago,920,NA,US,43.83,-88.01,3320
53021,STANDARD,0,Fredonia,Waubeka,,WI,Ozaukee County,America/Chicago,"262, 920",NA,US,43.46,-87.95,4600
53022,STANDARD,0,Germantown,Rockfield,,WI,Washington County,America/Chicago,262,NA,US,43.23,-88.12,19350
53023,STANDARD,0,Glenbeulah,,,WI,Sheboygan County,America/Chicago,920,NA,US,43.78,-88.11,1310
53024,STANDARD,0,Grafton,,,WI,Ozaukee County,America/Chicago,262,NA,US,43.31,-87.95,18210
53026,PO BOX,0,Greenbush,,,WI,Sheboygan County,America/Chicago,920,NA,US,43.77,-88.1,114
53027,STANDARD,0,Hartford,,,WI,Washington County,America/Chicago,"262, 920",NA,US,43.32,-88.38,22390
53029,STANDARD,0,Hartland,,Chenequa,WI,Waukesha County,America/Chicago,262,NA,US,43.09,-88.34,20690
53031,PO BOX,0,Hingham,,,WI,Sheboygan County,America/Chicago,920,NA,US,43.64,-87.92,387
53032,STANDARD,0,Horicon,,,WI,Dodge County,America/Chicago,920,NA,US,43.44,-88.63,4580
53033,STANDARD,0,Hubertus,,,WI,Washington County,America/Chicago,262,NA,US,43.23,-88.24,5420
53034,STANDARD,0,Hustisford,,,WI,Dodge County,America/Chicago,920,NA,US,43.34,-88.6,1660
53035,STANDARD,0,Iron Ridge,,,WI,Dodge County,America/Chicago,"262, 920",NA,US,43.39,-88.53,2180
53036,STANDARD,0,Ixonia,,,WI,Jefferson County,America/Chicago,"262, 920",NA,US,43.18,-88.58,3560
53037,STANDARD,0,Jackson,,,WI,Washington County,America/Chicago,262,NA,US,43.32,-88.16,9910
53038,STANDARD,0,Johnson Creek,,,WI,Jefferson County,America/Chicago,920,NA,US,43.07,-88.77,4040
53039,STANDARD,0,Juneau,,,WI,Dodge County,America/Chicago,920,NA,US,43.4,-88.7,3790
53040,STANDARD,0,Kewaskum,,,WI,Washington County,America/Chicago,"262, 920",NA,US,43.52,-88.23,8110
53042,STANDARD,0,Kiel,,,WI,Manitowoc County,America/Chicago,920,NA,US,43.91,-88.03,6560
53044,STANDARD,0,Kohler,,,WI,Sheboygan County,America/Chicago,920,NA,US,43.73,-87.77,2390
53045,STANDARD,0,Brookfield,,,WI,Waukesha County,America/Chicago,262,NA,US,43.06,-88.15,23330
53046,STANDARD,0,Lannon,,,WI,Waukesha County,America/Chicago,262,NA,US,43.15,-88.16,1470
53047,PO BOX,0,Lebanon,,,WI,Dodge County,America/Chicago,920,NA,US,43.26,-88.63,227
53048,STANDARD,0,Lomira,Knowles,,WI,Dodge County,America/Chicago,"262, 920",NA,US,43.58,-88.44,3220
53049,STANDARD,0,Malone,,,WI,Fond du Lac County,America/Chicago,920,NA,US,43.88,-88.28,2460
53050,STANDARD,0,Mayville,,,WI,Dodge County,America/Chicago,920,NA,US,43.49,-88.54,6410
53051,STANDARD,0,Menomonee Falls,Menomonee Fls,,WI,Waukesha County,America/Chicago,"262, 414",NA,US,43.14,-88.12,37580
53052,PO BOX,0,Menomonee Falls,Menomonee Fls,,WI,Waukesha County,America/Chicago,262,NA,US,43.14,-88.12,150
53056,PO BOX,0,Merton,,,WI,Waukesha County,America/Chicago,262,NA,US,43.14,-88.31,306
53057,STANDARD,0,Mount Calvary,,,WI,Fond du Lac County,America/Chicago,920,NA,US,43.82,-88.24,1420
53058,STANDARD,0,Nashotah,,Chenequa,WI,Waukesha County,America/Chicago,262,NA,US,43.09,-88.4,3140
53059,STANDARD,0,Neosho,,,WI,Dodge County,America/Chicago,"262, 920",NA,US,43.3,-88.51,1660
53060,PO BOX,0,Newburg,,,WI,Washington County,America/Chicago,262,NA,US,43.43,-88.04,214
53061,STANDARD,0,New Holstein,,,WI,Calumet County,America/Chicago,920,NA,US,43.94,-88.09,4700
53062,UNIQUE,0,New Holstein,,"Salvatorian Center, Salvtrian Ctr, Society Of The Divine Savior",WI,Calumet County,America/Chicago,920,NA,US,43.94,-88.09,0
53063,STANDARD,0,Newton,,,WI,Manitowoc County,America/Chicago,920,NA,US,43.99,-87.73,1400
53064,PO BOX,0,North Lake,,,WI,Waukesha County,America/Chicago,262,NA,US,43.14,-88.24,237
53065,STANDARD,0,Oakfield,,,WI,Fond du Lac County,America/Chicago,920,NA,US,43.68,-88.54,2020
53066,STANDARD,0,Oconomowoc,Summit,,WI,Waukesha County,America/Chicago,"262, 920",NA,US,43.1,-88.49,36050
53069,STANDARD,0,Okauchee,,,WI,Waukesha County,America/Chicago,262,NA,US,43.11,-88.43,760
53070,STANDARD,0,Oostburg,,,WI,Sheboygan County,America/Chicago,920,NA,US,43.62,-87.79,4790
53072,STANDARD,0,Pewaukee,Brookfield,Brookfld,WI,Waukesha County,America/Chicago,262,NA,US,43.08,-88.25,25910
53073,STANDARD,0,Plymouth,,,WI,Sheboygan County,America/Chicago,920,NA,US,43.74,-87.97,13620
53074,STANDARD,0,Port Washington,Prt Washingtn,,WI,Ozaukee County,America/Chicago,262,NA,US,43.39,-87.87,12290
53075,STANDARD,0,Random Lake,,,WI,Sheboygan County,America/Chicago,"262, 920",NA,US,43.55,-87.95,2990
53076,STANDARD,0,Richfield,,,WI,Washington County,America/Chicago,262,NA,US,43.27,-88.21,3960
53078,STANDARD,0,Rubicon,,,WI,Dodge County,America/Chicago,"262, 920",NA,US,43.31,-88.45,1850
53079,STANDARD,0,Saint Cloud,,,WI,Fond du Lac County,America/Chicago,920,NA,US,43.82,-88.16,1490
53080,STANDARD,0,Saukville,,,WI,Ozaukee County,America/Chicago,262,NA,US,43.38,-87.94,5160
53081,STANDARD,0,Sheboygan,,,WI,Sheboygan County,America/Chicago,920,NA,US,43.7,-87.74,38270
53082,PO BOX,0,Sheboygan,,,WI,Sheboygan County,America/Chicago,920,NA,US,43.75,-87.71,432
53083,STANDARD,0,Sheboygan,"Haven, Howards Grove",,WI,Sheboygan County,America/Chicago,920,NA,US,43.82,-87.75,20760
53085,STANDARD,0,Sheboygan Falls,Sheboygan Fls,,WI,Sheboygan County,America/Chicago,920,NA,US,43.72,-87.82,11130
53086,STANDARD,0,Slinger,,,WI,Washington County,America/Chicago,262,NA,US,43.33,-88.28,9070
53088,PO BOX,0,Stockbridge,,,WI,Calumet County,America/Chicago,920,NA,US,44.07,-88.3,416
53089,STANDARD,0,Sussex,Lisbon,,WI,Waukesha County,America/Chicago,262,NA,US,43.13,-88.21,19760
53090,STANDARD,0,West Bend,,"W Bend, Westbend",WI,Washington County,America/Chicago,262,NA,US,43.46,-88.19,20090
53091,STANDARD,0,Theresa,,,WI,Dodge County,America/Chicago,"262, 920",NA,US,43.51,-88.45,2010
